division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra equisetina Bunge,хвойник хвощевый,qirqbo'g'imsimon zog'oza,http://www.plantarium.ru/page/view/item/14491.html,buta,"toshloq, shag'alli, mayda tuproqli yonbag'irlar, qoyalar, tosh sochilmalari, qoldiq tog'li past tog'lar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","dorivor, alkaloidli","Kavkaz, O'rta Osiyo, G'arbiy Sibir, Himolay, Tibet, g'arbiy Xitoy","Zaysan botiq, Qizilqum, Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy (bundan tashqari Pomir va Shug'non), Kopetdog', Katta Balxan",,,"Hisor, Zomin, Kitob, Nurota, Surxon, Chotqol qo'riqxonalar, Zomin va Ugom-Chotqol milliy tabiat bog'i",false,кустарник,shrub,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains","лекарственное, алкалоидоносное","medicinal, alkaloid-bearing"
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra fedtschenkoae Paulsen,хвойник Федченко,"Fedchenko zog'ozasi, tog'qizilcha, pakana zog'oza",http://www.plantarium.ru/page/view/item/14492.html,buta,"toshloq, shag'alli yonbag'irlar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Tyanshan, Pomir-Oloy, Jung'or Olatovi, g'arbiy Xitoy","Jung'or Olatovi, Tyanshan, Pomir-Oloy (tizmalari Oloy, Oloyorti, Turkiston, Shug'non, Pomir)","tizmalari Chotqol, Oloy, Turkiston, Molguzar, Nurota",,"Zomin, Nurota, Chotqol qo'riqxonalar, Zomin va Ugom-Chotqol milliy tabiat bog'i",false,кустарник,shrub,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra gerardiana Wall. ex Stapf,хвойник Жерара,Jerar zog'ozasi,,buta,"toshloq, shag'alli, mayda tuproqli yonbag'irlar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"g'arbiy Tyanshan, Pomir-Oloy, Hindikush, Himolay","g'arbiy Tyanshan (havzasi. d. Chotqol), Pomir-Oloy","tizmalari Piskom, Chotqol, Hisor",,"Hisor va Chotqol qo'riqxonalar, Ugom-Chotqol milliy tabiat bog'i",false,кустарник,shrub,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra glauca Regel,хвойник сизый,ko'kimtir zog'oza,,buta,"toshloq yonbag'irlar, shag'alzorlar","past tog'lar, o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Tyanshan, Pomir-Oloy","markaziy Tyanshan (havzasi. d. Saridjas), Pomir-Oloy (Oloy tizmasi: havzasi. daryolar Shohimardon va Kichik-alay, Hisor tizmasi: havzasi. d. Sangardak, Pomir: havzasi. d. g'arbiy Pomir)","tizmalari Oloy, Hisor",,yo'q,false,кустарник,shrub,"низкогорья, среднегорья, высокогорья","low mountains, mid mountains, high mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra intermedia Schrenk & C.A.Mey.,хвойник промежуточный,"oraliq zog'oza, cho'lqizilcha",http://www.plantarium.ru/page/view/item/14497.html,buta,"qumli cho'llar, shag'alli bo'z tuproqlar, toshloq, shag'alli, mayda tuproqli yonbag'irlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","dorivor, alkaloidli","O'rta Osiyo, g'arbiy Xitoy, Tibet","Zaysan botiq, Balxashbo'yi cho'llar, Betpaqdala, Mo'yinqum, Qizilqum, Toshkent cho'li, Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy, Badhiz, Kopetdog'","Qizilqum, Farg'ona vodiy, tizmalari Oloy, Turkiston, Molguzar, Zarafshon, Hisor, Ko'hitang, Nurota tog'lari",,"Hisor, Zomin, Kitob, Nurota, Surxon qo'riqxonalar, Zomin milliy tabiat bog'i",false,кустарник,shrub,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","лекарственное, алкалоидоносное","medicinal, alkaloid-bearing"
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra foliata Boiss. ex C.A.Mey.,хвойник облиственный,"Qo'qon zog'ozasi, chalbo'g'in",http://www.plantarium.ru/page/view/item/51650.html,buta,"ola-bula rangli tog' jinslari ochilmalari, toshloq, shag'alli, mayda tuproqli yonbag'irlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",foydalanilmaydi,"O'rta Osiyo, Eron","Pomir-Oloy (bundan tashqari Pomir), Badhiz, Kopetdog'",,,"Hisor, Zomin, Kitob, Surxon qo'riqxonalar, Zomin milliy tabiat bog'i",false,кустарник,shrub,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra lomatolepis Schrenk,хвойник окаймленный,hoshiyali zog'oza,http://www.plantarium.ru/page/view/item/14501.html,buta,"qumli, gilli, shag'alli cho'llar, taqirlar, qoldiq tog'li past tog'lar, toshloq, shag'alli yonbag'irlar, qoyalar, shag'alzorlar","tekislik, tog'oldi, past tog'lar",foydalanilmaydi,O'rta Osiyo,"Zaysan botiq (d. Qora Irtish, qumlar Toktarasu), Balxashbo'yi, Ilibo'yi, Kaspiybo'yi, Orolbo'yi cho'llar, tarmoqlari Jung'or Olatov, Betpaqdala, Mo'yinqum, Ustyurt, Sulton Uvays tog'i, Qizilqum, daryo vodiylari Sirdaryo (Begovat) va Zarafshon (Samarqand), Pomir-Oloy (Hisor vodiy, tarmoqlari tizmasi Hazrati Shoh)","Ustyurt, Priarale, Qizilqum, vodiylar d. Sirdaryo va Zarafshon",,,false,кустарник,shrub,"равнина, предгорья, низкогорья","plain, foothills, low mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra przewalskii Stapf,хвойник Пржевальского,Prjevalskiy zog'ozasi,,buta,"qumli, gilli, shag'alli cho'llar, tog' etaklari tekisliklar, qoldiq tog'li past tog'lar, toshloq yonbag'irlar, shag'alzorlar, quruq o'zanlar","tekislik, tog'oldi",foydalanilmaydi,O'rta Osiyo,"Balxashbo'yi cho'llar, Olaqol botiq (d. Rgayti), cho'llar bo'ylab qirg'oqlari bo'ylab d. yoki, Priaralskiy Qoraqum, cho'llar yuqori oqimida d. Sirdaryo (ko'l. Ak-sukon, q. Karabarak), Qizilqum (tog'lari Ok-jetmes, Quljuqtov, Sulton Uvays tog'i), janubi-sharqiy tarmoqlari Jung'or Olatov, Pomir-Oloy (Oloy tizmasi: d. So'x)","Qizilqum (qoldiq tog'lar), Oloy tizmasi (havzasi d. So'x)",,,false,кустарник,shrub,"равнина, предгорья","plain, foothills",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra regeliana Florin,хвойник Регеля,"Regel zog'ozasi, toshqizilcha",http://www.plantarium.ru/page/view/item/14514.html,buta,"shag'alli, toshloq yonbag'irlar, daryo vodiylari, shag'alzorlar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar",foydalanilmaydi,"O'rta Osiyo, Pokiston, g'arbiy Himolay, g'arbiy Xitoy","Olaqol botiq (d. Rgayti), Balxashbo'yi cho'llar (d. d. Karatal, Koksu), Tyanshan, Pomir-Oloy (tizmalari Nurota, Turkiston, Oloy, Oloyorti, Hisor, Pyotr I, Rengan-Tau, Shug'non, Pomir)","tizmalari Piskom, Chotqol, Qurama, Nurota, Turkiston",,"Zomin va Chotqol qo'riqxonalar, Zomin va Chotqol milliy tabiat bog'lari",false,кустарник,shrub,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains",не используется,not used
PINOPHYTA,ГОЛОСЕМЕННЫЕ,Gnetopsida,Гнетовые,Ephedrales,Хвойниковые (Ефедровые),Ephedraceae,Хвойниковые,Ephedraceae,Ephedra L.,Хвойник (эфедра),Ephedra strobilacea Bunge,хвойник шишконосный,"g'uddali zog'oza, borjoq, qizilcha",http://www.plantarium.ru/page/view/item/14516.html,buta,"qumli va gilli cho'llar, sho'rxoklar, taqirlar, qoldiq tog'li past tog'lar","tekislik, tog'oldi","yem-xashakbop, o'rmon-meliorativ","O'rta Osiyo, Eron, Afg'oniston","Orolbo'yi cho'llar, Qizilqum, Qoraqum, qoldiq tog' Sulton Uvays tog'i, cho'llar quyi oqimida daryolar Sirdaryo, Vaxsh va Kofirnihon, Badhiz (kamdan-kam), Kopetdog' (Kyuren-Dag), Kichik Balxan",,,,false,кустарник,shrub,"равнина, предгорья","plain, foothills","кормовое, лесомелиоративное","fodder, forest-reclamation"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Nymphaeales,Кувшинкоцветные (Нимфейноцветные),Nymphaeaceae,Кувшинковые,Nymphaeaceae,Nymphaea L.,Кувшинка,Nymphaea candida C.Presl,кувшинка чистобелая,"oppoq ko'zao'ti, nilfiya",http://www.plantarium.ru/page/view/item/25196.html,ko'p yillik,turg'un va sekin oqar suvlar,tekislik,"manzarali, oshlovchi modda beruvchi, kraxmalonosnoe","Yevropa, ortiKavkaze, O'rta Osiyo (shimoliy qismi), Sibir","Balxashbo'yi cho'llar, delti p.p. Sirdaryo va Amudaryo",delta d. Amudaryo,,,false,многолетнее,perennial,равнина,plain,"декоративное, дубильное, крахмалоносное","ornamental, tannin-bearing, starch-bearing"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ceratophyllales,Роголистникоцветные,Ceratophyllaceae,Роголистниковые,Ceratophyllaceae,Ceratophyllum L.,Роголистник,Ceratophyllum demersum L.,роголистник погруженный,tikanli shoxbarg,http://www.plantarium.ru/page/view/item/9941.html,ko'p yillik,turg'un va sekin oqar suvlar,"tekislik, tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar",yem-xashakbop (uchun rib),"Yevropa, Kavkaz, Sibir, O'rta Osiyo, O'rta yer dengizi mintaqasi",Butun O'rta Osiyo bo'ylab,"Butun O'zbekiston bo'ylab, suvsiz cho'l hududlaridan tashqari",,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья, высокогорья","plain, foothills, low mountains, mid mountains, high mountains",кормовое (для рыб),fodder (for fish)
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ceratophyllales,Роголистникоцветные,Ceratophyllaceae,Роголистниковые,Ceratophyllaceae,Ceratophyllum L.,Роголистник,Ceratophyllum submersum L.,роголистник полупогруженный,chalacho'kkan shoxbarg,http://www.plantarium.ru/page/view/item/9950.html,ko'p yillik,turg'un va sekin oqar suvlar,tekislik,yem-xashakbop (uchun rib),"Yevropa, Kavkaz, Sibir, O'rta Osiyo, O'rta yer dengizi mintaqasi","Balxashbo'yi, Orolbo'yi cho'llar, vodiy d. Amudaryo (orasida Minorom va Termezom), Qoraqum (havzasi. d. Murg'ob), vodiy d. Sirdaryo (ko'l. Raimkul), Farg'ona vodiy (ko'l. Karakul)","vodiylar d. Amudaryo va Sirdaryo, Farg'ona vodiy",,,false,многолетнее,perennial,равнина,plain,кормовое (для рыб),fodder (for fish)
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Berberidaceae,Berberis L.,Барбарис,Berberis integerrima Bunge,барбарис цельнокрайний,"butunbargli zirk, qizil zirk",http://www.plantarium.ru/page/view/item/6398.html,buta,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoyalar, daryo vodiylari va soylar","past tog'lar, o'rta tog'lar","dorivor, oziq-ovqatbop, bo'yoqbop, manzarali, asalbop, o'rmon-meliorativ","O'rta Osiyo, Eron, Afg'oniston, g'arbiy Xitoy","Tyanshan (bundan tashqari Chu-Ili tog'lari va Iliorti Olatov), Pomir-Oloy, Kopetdog'",,,,false,кустарник,shrub,"низкогорья, среднегорья","low mountains, mid mountains","лекарственное, пищевое, красильное, декоративное, медоносное, лесомелиоративное","medicinal, food, dye, ornamental, melliferous, forest-reclamation"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Berberidaceae,Berberis L.,Барбарис,Berberis nummularia Bunge,барбарис монетный,tangasimonbargli zirk,http://www.plantarium.ru/page/view/item/6403.html,buta,"shag'alli, toshloq yonbag'irlar, qoyalar, tosh sochilmalari, daryo vodiylari, to'qaylar","tekislik, tog'oldi, past tog'lar","dorivor, oziq-ovqatbop, bo'yoqbop, manzarali, asalbop, o'rmon-meliorativ","O'rta Osiyo, Eron","Balxashbo'yi cho'llar (vodiy d. yoki), Jung'or Olatovi, Tyanshan, Pomir-Oloy (bundan tashqari sharqiy Pomir)",,,,false,кустарник,shrub,"равнина, предгорья, низкогорья","plain, foothills, low mountains","лекарственное, пищевое, красильное, декоративное, медоносное, лесомелиоративное","medicinal, food, dye, ornamental, melliferous, forest-reclamation"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Berberidaceae,Berberis L.,Барбарис,Berberis oblonga (Regel) C.K.Schneid.,барбарис продолговатый,"cho'zinchoq bargli zirk, qora zirk, qoraqand",http://www.plantarium.ru/page/view/item/6398.html,buta,"shag'alli, toshloq yonbag'irlar, tosh sochilmalari, bargli o'rmonlar, archazorlar, shag'alzorlar, daryo vodiylari","tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","dorivor, oziq-ovqatbop, bo'yoqbop, manzarali, asalbop, o'rmon-meliorativ","Tyanshan, Pomir-Oloy","Tyanshan (bundan tashqari Iliorti Olatov va Chu-Ili tog'lari), Pomir-Oloy",,,,false,кустарник,shrub,"предгорья, низкогорья, среднегорья, высокогорья","foothills, low mountains, mid mountains, high mountains","лекарственное, пищевое, красильное, декоративное, медоносное, лесомелиоративное","medicinal, food, dye, ornamental, melliferous, forest-reclamation"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Podophyllaceae,Gymnospermium Spach,Гимноспермиум,Gymnospermium albertii (Regel) Takht.,гимноспермиум Альберта,"Albert gimnospermumi, Albert yersovuni, boy xalcha",http://www.plantarium.ru/page/view/item/17839.html,ko'p yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, tosh sochilmalari","tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar","alkaloidli, saponinli, manzarali","g'arbiy Tyanshan, Pomir-Oloy","g'arbiy Tyanshan, Pomir-Oloy (bundan tashqari Pomir)",,Tog'li o'rta Osiyo endemigi,,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья, высокогорья","foothills, low mountains, mid mountains, high mountains","алкалоидоносное, сапониноносное, декоративное","alkaloid-bearing, saponin-bearing, ornamental"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Podophyllaceae,Leontice L.,Леонтице,Leontice ewersmanni Bunge,леонтице Эверсманна,"Eversman yersovuni, tasbi, yersovun",http://www.plantarium.ru/page/view/item/22291.html,ko'p yillik,"lyossli, gipsli, toshloq, shag'alli, mayda tuproqli yonbag'irlar, qumli, gilli cho'llar, daryo vodiylari","tekislik, tog'oldi, past tog'lar, o'rta tog'lar","alkaloidli, saponinli, manzarali, zaharli",O'rta Osiyo,"Balxashbo'yi cho'llar, Mo'yinqum, Qizilqum, Qoraqum, Jung'or Olatovi, Tyanshan, Pomir-Oloy (bundan tashqari Pomir), Badhiz, Kopetdog'",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains","алкалоидоносное, сапониноносное, декоративное, ядовитое","alkaloid-bearing, saponin-bearing, ornamental, poisonous"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Ranunculales,Лютикоцветные,Berberidaceae,Барбарисовые,Podophyllaceae,Leontice L.,Леонтице,Leontice incerta Pall.,леонтице сомнительная,havolaki yersovun,http://www.plantarium.ru/page/view/item/22292.html,ko'p yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoldiq tog'li past tog'lar, qumli, gilli cho'llar, sho'rxoklar","tekislik, tog'oldi",alkaloidli,O'rta Osiyo (shimoliy qismi),"Zaysan botiq, Balxashbo'yi, Priaralckie va Kaspiybo'yi cho'llar, Betpaqdala, Mo'yinqum, Qizilqum, Qoraqum, Jung'or Olatovi, Tyanshan",,,,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",алкалоидоносное,alkaloid-bearing
