division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en,habitat_env_ru,habitat_env_en,range_world_ru,range_world_en,range_central_asia_ru,range_central_asia_en,range_uzbekistan_ru,range_uzbekistan_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Stellaria L.,Звездчатка,Stellaria pallida (Dumort.) Pire,звездчатка бледная,tussiz yulduzo't,http://www.plantarium.ru/page/view/item/36721.html,bir yillik,"nam va soya joylar, bog'lar, vohalar",tog'oldi,foydalanilmaydi,"Yevropa, Kavkaz, O'rta Osiyo","Pomir-Oloy (Sherobod vodiy, Lyaurskaya vodiy, dara Tamerlanovi vorota, atrofi sh. Samarqand), Kopetdog' (atrofi sh. Ashxobod, Bagir, Chaldir, Karakala)","Surxon-Sherobod vodiy, vodiy d. Sanzar, atrofi sh. Samarqand",,,false,однолетнее,annual,предгорья,foothills,не используется,not used,"влажные и тенистые места, сады, оазисы","moist and shady places, gardens, oases","Европа, Кавказ, Средняя Азия","Europe, Caucasus, Central Asia","Памиро-Алай (Шерабад долина, Ляурская долина, ущелье Тамерланови ворота, окрестности г. Самарканд), Копетдаг (окрестности г. Ашхабад, Багир, Чалдир, Каракала)","Pamir-Alai (Sherabad valley, Lyaurskaya valley, gorge Tamerlanovi vorota, surroundings c. Samarkand), Kopet Dag (surroundings c. Ashgabat, Bagir, Chaldir, Karakala)","Сурхан-Шерабадская долина, долина р. Санзар, окрестности г. Самарканд","Surkhan-Sherabad Valley, valley r. Sanzar, surroundings c. Samarkand"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Stellaria L.,Звездчатка,Stellaria schugnanica Schischk.,звездчатка шугнанская,Shugnan yulduzo'ti,,ko'p yillik,"tosh sochilmalari, sazliklar, morenalar, shag'alzorlar, zax joylar yaqinida muzliklar",baland tog'lar,foydalanilmaydi,"Tyanshan, Pomir-Oloy","Tyanshan (markaziy: tog'i Kokkiya), Pomir-Oloy (Turkiston: lednik Tamingen va Oloy tizmalari, Shug'non, Pomir)",Oloy tizmasi (havzasi d. Shohimardon),,yo'q,false,многолетнее,perennial,высокогорья,high mountains,не используется,not used,"каменистые осыпи, заболоченные места, морены, галечники, сырые места вблизи ледники","rock scree, marshy places, moraines, gravel beds, damp places near glaciers","Тянь-Шань, Памиро-Алай","Tian Shan, Pamir-Alai","Тянь-Шань (центральный: гора Коккия), Памиро-Алай (Туркестан: ледник Тамынген и Алай хребты, Шугнан, Памир)","Tian Shan (central: mountain Kokkiya), Pamir-Alai (Turkestan: glacier Tamyngen and Alai ranges, Shugnan, Pamir)",Алай хребет (бассейн р. Шахимардан),Alai range (basin r. Shakhimardan)
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Stellaria L.,Звездчатка,Stellaria soongorica Roshev.,звездчатка джунгарская,Jung'or yulduzo'ti,http://www.plantarium.ru/page/view/item/36733.html,ko'p yillik,"toshloq, mayda tuproqli yonbag'irlar, archazorlar","o'rta tog'lar, baland tog'lar",foydalanilmaydi,"Tyanshan, Jung'or Olatovi, g'arbiy Xitoy",,,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",не используется,not used,"каменистые, мелкоземистые склоны, арчовники","rocky, fine-earth slopes, juniper forests","Тянь-Шань, Джунгарский Алатау, Западный Китай","Tian Shan, Dzungarian Alatau, Western China",,,,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Stellaria L.,Звездчатка,Stellaria turkestanica Schischk.,звездчатка туркестанская,Turkiston yulduzo'ti,http://www.plantarium.ru/page/view/item/36734.html,ko'p yillik,"toshloq, shag'alli yonbag'irlar, tosh sochilmalari",baland tog'lar,foydalanilmaydi,"g'arbiy Tyanshan, Pomir-Oloy","Tyanshan (Talas Olatov), Pomir-Oloy (Turkiston, Zarafshon, Hisor va Oloy tizmalari, Pomir)","tizmalari Oloy, Turkiston, Hisor",,,false,многолетнее,perennial,высокогорья,high mountains,не используется,not used,"каменистые, щебнистые склоны, каменистые осыпи","rocky, gravelly slopes, rock scree","Западный Тянь-Шань, Памиро-Алай","Western Tian Shan, Pamir-Alai","Тянь-Шань (Талас Алатау), Памиро-Алай (Туркестан, Зарафшан, Гиссар и Алай хребты, Памир)","Tian Shan (Talas Alatau), Pamir-Alai (Turkestan, Zarafshan, Hissar and Alai ranges, Pamir)","хребты Алай, Туркестан, Гиссар","ranges Alai, Turkestan, Hissar"
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Tytthostemma Nevski,Незначительнокоронник,Tytthostemma alsinoides (Boiss. & Buhse) Nevski,незначительнокоронник мокрицевидный,,,bir yillik,"toshloq yonbag'irlar, shag'alzorlar","tog'oldi, past tog'lar, o'rta tog'lar, baland tog'lar",foydalanilmaydi,"O'rta Osiyo, Eron","Balxashbo'yi, Betpaqdala, Qizilqum, Tyanshan (Chu-Ili tog'lari, Iliorti Olatov, Qirg'iz Olatov, g'arbiy), Pomir-Oloy, Kopetdog', Katta Balxan",,,,false,однолетнее,annual,"предгорья, низкогорья, среднегорья, высокогорья","foothills, low mountains, mid mountains, high mountains",не используется,not used,"каменистые склоны, галечники","rocky slopes, gravel beds","Средняя Азия, Иран","Central Asia, Iran","Прибалхашье, Бетпак-Дала, Кызылкум, Тянь-Шань (Чу-Илийский горы, Заилийский Алатау, Киргизский Алатау, западный), Памиро-Алай, Копетдаг, Большой Балхан","Balkhash region, Betpak-Dala, Kyzylkum, Tian Shan (Chu-Ili mountains, Trans-Ili Alatau, Kyrgyz Alatau, western), Pamir-Alai, Kopet Dag, Bolshoi Balkhan",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium arvense L.,ясколка луговая,o'tloq tserastium,http://www.plantarium.ru/page/view/item/9732.html,ko'p yillik,"mayda tuproqli, shag'alli yonbag'irlar, o'tloqlar, archazorlar",o'rta tog'lar,"saponinli, dorivor, yem-xashakbop",Shimoliy yarimsharning mo'tadil mintaqasi (Golarktika),"Qozog'iston past tog'lik: Bayan-aul, Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy (Turkiston, Zarafshon va Oloy tizmalari)",,,,false,многолетнее,perennial,среднегорья,mid mountains,"сапониноносное, лекарственное, кормовое","saponin-bearing, medicinal, fodder","мелкоземистые, щебнистые склоны, луга, арчовники","fine-earth, gravelly slopes, meadows, juniper forests",умеренный пояс Северного полушария (Голарктика),temperate zone of the Northern Hemisphere (Holarctic),"Казахский мелкосопочник: Баян-аул, Тарбагатай, Джунгарский Алатау, Тянь-Шань, Памиро-Алай (Туркестан, Зарафшан и Алай хребты)","Kazakh Uplands: Bayan-aul, Tarbagatai, Dzungarian Alatau, Tian Shan, Pamir-Alai (Turkestan, Zarafshan and Alai ranges)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium borisii Zakirov,ясколка Бориса,Boris tserastiumi,,bir yillik,mayda tuproqli yonbag'irlar,tog'oldi,foydalanilmaydi,Zarafshon tizmasi,Pomir-Oloy (Samarqand tog'lari: Agalik),Zarafshon tizmasi,"Zarafshon tizmasi endemigi, O'zbekiston endemigi",yo'q,false,однолетнее,annual,предгорья,foothills,не используется,not used,мелкоземистые склоны,fine-earth slopes,Зарафшанский хребет,Zarafshan Range,Памиро-Алай (Самарканд горы: Агалик),Pamir-Alai (Samarkand mountains: Agalik),Зарафшанский хребет,Zarafshan Range
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium bungeanum Vved.,ясколка Бунге,Bunge tserastiumi,http://www.plantarium.ru/page/view/item/9748.html,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoyalar, o'tloqlar, sho'rtob joylar","tekislik, tog'oldi, past tog'lar, o'rta tog'lar",foydalanilmaydi,"O'rta Osiyo, Sibir, Mongoliya","Qozog'iston past tog'lik, Mo'yinqum, Balxashbo'yi cho'llar (Arganati), Toshkent atrofi cho'li, Mirzacho'l, Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy (Turkiston, Hisor, Oloy va Oloyorti tizmalari)",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья, среднегорья","plain, foothills, low mountains, mid mountains",не используется,not used,"мелкоземистые, щебнистые, каменистые склоны, скалы, луга, солонцеватые места","fine-earth, gravelly, rocky slopes, rocks, meadows, solonetzic places","Средняя Азия, Сибирь, Монголия","Central Asia, Siberia, Mongolia","Казахский мелкосопочник, Мойынкум, Прибалхашские пустыни (Арганаты), Ташкентская пустыня, Голодная степь, Саур, Тарбагатай, Джунгарский Алатау, Тянь-Шань, Памиро-Алай (Туркестан, Гиссар, Алай и Заалайский хребты)","Kazakh Uplands, Moyinkum, Balkhash deserts (Arganaty), Tashkent desert, Mirzachul, Saur, Tarbagatai, Dzungarian Alatau, Tian Shan, Pamir-Alai (Turkestan, Hissar, Alai and Trans-Alai ranges)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium cerastoides (L.) Britt.,ясколка ясколковидная,muguzsimon tserastium,http://www.plantarium.ru/page/view/item/13250.html,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, qoyalar, alp o'tloqlari, sazliklar, zax joylar yaqinida qorliklar",baland tog'lar,"yem-xashakbop, saponinli",arktik va baland tog'li hududlar shimoliy yarimshari,"Saur, Tarbag'atoy, Jung'or Olatovi, Tyanshan, Pomir-Oloy",barcha baland tog'li hududlar,,,false,многолетнее,perennial,высокогорья,high mountains,"кормовое, сапониноносное","fodder, saponin-bearing","мелкоземистые, щебнистые, каменистые склоны, скалы, альпийские луга, заболоченные места, сырые места вблизи снежники","fine-earth, gravelly, rocky slopes, rocks, alpine meadows, marshy places, damp places near snowfields",арктический и высокий горные территории северный полушарие,arctic and high mountainous territories northern hemisphere,"Саур, Тарбагатай, Джунгарский Алатау, Тянь-Шань, Памиро-Алай","Saur, Tarbagatai, Dzungarian Alatau, Tian Shan, Pamir-Alai",все высокогорные районы,all high-mountain regions
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium davuricum Fisch. ex Spreng.,ясколка даурская,Daur tserastiumi,http://www.plantarium.ru/page/view/item/9757.html,ko'p yillik,"tog'li o'rmonlar, changalzorlar butalar, o'tloqlar, daryo qirg'oqlari va soylar","past tog'lar, o'rta tog'lar",foydalanilmaydi,"Kavkaz, O'rta Osiyo, Eron, g'arbiy Xitoy, Sibir, Mongoliya","Tarbag'atoy, Jung'or Alatay, Tyanshan, Pomir-Oloy (Oloy, Oloyorti, Hisor, Vaxsh tizmalari va tizmasi Pyotr I)",,,,false,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",не используется,not used,"горные леса, заросли кустарников, луга, река берега и сай","mountainous forests, shrub thickets, meadows, river shores and mountain streams","Кавказ, Средняя Азия, Иран, Западный Китай, Сибирь, Монголия","Caucasus, Central Asia, Iran, Western China, Siberia, Mongolia","Тарбагатай, Джунгарский Алатай, Тянь-Шань, Памиро-Алай (Алай, Заалайский, Гиссар, Вахш хребты и хребет хребет Петра I)","Tarbagatai, Dzungarian Alatai, Tian Shan, Pamir-Alai (Alai, Trans-Alai, Hissar, Vakhsh ranges and range Peter I Range)",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium dichotomum L.,ясколка вильчатая,ayrisimon tserastium,http://www.plantarium.ru/page/view/item/9759.html,bir yillik,"lyossli, mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar",foydalanilmaydi,"Kavkaz, O'rta yer dengizi mintaqasi, O'rta Osiyo, Kichik Osiyo, Eron, Iroq","markaziy va g'arbiy Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,однолетнее,annual,"предгорья, низкогорья","foothills, low mountains",не используется,not used,"лёссовые, мелкоземистые, щебнистые, каменистые склоны","loess, fine-earth, gravelly, rocky slopes","Кавказ, Средиземноморье, Средняя Азия, Малая Азия, Иран, Ирак","Caucasus, Mediterranean, Central Asia, Asia Minor, Iran, Iraq","центральный и западный Тянь-Шань, Памиро-Алай, Копетдаг","central and western Tian Shan, Pamir-Alai, Kopet Dag",,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Magnoliopsida,Двудольные,Caryophyllales,Гвоздичноцветные,Caryophyllaceae,Гвоздичные,Caryophyllaceae,Cerastium L.,Ясколка,Cerastium glomeratum Thuill.,ясколка скученная,g'uj tserastium,http://www.plantarium.ru/page/view/item/9781.html,bir yillik,"daryo vodiylari, shag'alzorlar, yoqalari yo'llar, bog'lar, dalalar, tashlandiq ekin maydonlari, aholi punktlari, begona o'tli joylar","tekislik, tog'oldi, past tog'lar",foydalanilmaydi,"Yevrosiyo, Afrika, shimoliy va Janubiy Amerika, Avstraliya","g'arbiy Tyanshan (Qorajontov, Chotqol va Qurama tizmalari), Pomir-Oloy (tizmalari Nurota, Zarafshon, Hisor, Vaxsh, tog'lari Rengantau va Bobotog'), Kopetdog'","tizmalari Qorajontov, Chotqol, Qurama, Nurota, Zarafshon, Hisor, Bobotog'",,,false,однолетнее,annual,"равнина, предгорья, низкогорья","plain, foothills, low mountains",не используется,not used,"речные долины, галечники, обочины дорог, сады, поля, заброшенные пашни, населённые пункты, сорные места","river valleys, gravel beds, roadsides, gardens, fields, abandoned fields, settlements, weedy places","Евразия, Африка, северный и южный Америка, Австралия","Eurasia, Africa, northern and southern America, Australia","западный Тянь-Шань (Каржантау, Чаткал и Кураминский хребты), Памиро-Алай (хребты Нурата, Зарафшан, Гиссар, Вахш, горы Рентгентау и Бабатаг), Копетдаг","western Tian Shan (Karzhantau, Chatkal and Kurama ranges), Pamir-Alai (ranges Nurata, Zarafshan, Hissar, Vakhsh, mountains Rentgentau and Babatag), Kopet Dag","хребты Каржантау, Чаткал, Кураминский, Нурата, Зарафшан, Гиссар, Бабатаг","ranges Karzhantau, Chatkal, Kurama, Nurata, Zarafshan, Hissar, Babatag"
